ID,RegioS,Perioden,Totaal_2,Reactietijd0Tot15Minuten_3,Reactietijd15Tot30Minuten_4,Reactietijd30Tot45Minuten_5,Reactietijd45Tot60Minuten_6,Reactietijd60Tot120Minuten_7,ReactietijdMeerDan120Minuten_8
20744,GM1740,2019JJ00,344,234,94,10,4,2,0
20757,GM1740,2020JJ00,327,234,79,9,2,3,0
20780,GM0946,2015JJ00,124,104,17,2,0,0,1
20793,GM0946,2016JJ00,136,116,15,3,1,1,0
20806,GM0946,2017JJ00,150,128,16,4,2,0,0
20819,GM0946,2018JJ00,167,145,14,4,2,2,0
20832,GM0946,2019JJ00,195,170,20,3,1,0,1
20845,GM0946,2020JJ00,174,164,10,0,0,0,0
20868,GM0304,2015JJ00,170,138,28,3,1,0,0
20881,GM0304,2016JJ00,199,153,39,5,0,1,1
20894,GM0304,2017JJ00,204,151,36,9,6,2,0
20907,GM0304,2018JJ00,236,189,40,5,1,1,0
20920,GM0304,2019JJ00,2,0,1,1,0,0,0
20933,GM0304,2020JJ00,0,0,0,0,0,0,0
20956,GM0356,2015JJ00,1045,981,49,10,2,2,1
20969,GM0356,2016JJ00,1284,1208,51,14,6,3,2
20982,GM0356,2017JJ00,1309,1233,59,8,6,2,1
20995,GM0356,2018JJ00,1413,1316,71,13,9,3,1
21008,GM0356,2019JJ00,1223,1159,42,14,2,5,1
21021,GM0356,2020JJ00,1167,1103,51,9,1,3,0
21044,GM0569,2015JJ00,184,147,27,6,1,2,1
21057,GM0569,2016JJ00,200,159,33,5,1,2,0
21070,GM0569,2017JJ00,208,167,30,8,1,2,0
21083,GM0569,2018JJ00,268,210,41,10,2,2,2
21096,GM0569,2019JJ00,246,187,53,4,1,0,1
21109,GM0569,2020JJ00,326,245,61,7,9,2,2
21132,GM0267,2015JJ00,558,456,78,15,4,2,3
21145,GM0267,2016JJ00,594,471,104,11,3,4,1
21158,GM0267,2017JJ00,621,508,87,15,3,7,1
21171,GM0267,2018JJ00,692,568,113,7,2,2,0
21184,GM0267,2019JJ00,593,473,99,13,4,4,0
21197,GM0267,2020JJ00,540,431,88,10,8,3,0
21220,GM0268,2015JJ00,3256,2819,299,63,28,31,15
21233,GM0268,2016JJ00,3943,3515,308,72,20,23,5
21246,GM0268,2017JJ00,4495,3973,367,87,36,23,9
21259,GM0268,2018JJ00,4764,4142,458,83,41,31,7
21272,GM0268,2019JJ00,3234,2813,302,63,20,28,8
21285,GM0268,2020JJ00,3467,3057,298,53,21,30,8
21308,GM1930,2015JJ00,3144,2663,374,48,26,22,11
21321,GM1930,2016JJ00,2197,1845,251,44,26,24,7
21334,GM1930,2017JJ00,1370,1157,148,31,12,16,6
21347,GM1930,2018JJ00,1237,1035,136,33,15,13,4
21360,GM1930,2019JJ00,1278,1111,123,25,9,7,3
21373,GM1930,2020JJ00,1422,1247,115,29,9,19,3
21396,GM1970,2015JJ00,0,0,0,0,0,0,0
21409,GM1970,2016JJ00,0,0,0,0,0,0,0
21422,GM1970,2017JJ00,0,0,0,0,0,0,0
21435,GM1970,2018JJ00,0,0,0,0,0,0,0
21448,GM1970,2019JJ00,363,282,61,13,5,1,1
21461,GM1970,2020JJ00,364,278,71,9,4,2,0
21484,GM1695,2015JJ00,137,70,57,8,2,0,0
21497,GM1695,2016JJ00,123,67,46,7,1,1,1
21510,GM1695,2017JJ00,114,66,39,6,0,2,1
21523,GM1695,2018JJ00,136,53,69,9,4,1,0
21536,GM1695,2019JJ00,118,63,51,2,0,2,0
21549,GM1695,2020JJ00,117,62,48,4,2,1,0
21572,GM1699,2015JJ00,323,250,53,14,5,1,0
21585,GM1699,2016JJ00,369,270,82,12,3,1,1
21598,GM1699,2017JJ00,299,235,55,7,1,1,0
21611,GM1699,2018JJ00,256,197,48,5,3,3,0
21624,GM1699,2019JJ00,254,203,38,9,1,3,0
21637,GM1699,2020JJ00,241,188,41,10,0,2,0
21660,GM0171,2015JJ00,556,473,65,11,4,3,0
21673,GM0171,2016JJ00,742,603,107,16,4,9,3
21686,GM0171,2017JJ00,754,607,97,34,8,4,4
21699,GM0171,2018JJ00,707,592,90,17,4,4,0
21712,GM0171,2019JJ00,643,521,89,17,8,8,0
21725,GM0171,2020JJ00,694,549,105,24,7,7,2
21748,GM0575,2015JJ00,319,278,31,4,1,4,1
21761,GM0575,2016JJ00,411,373,30,6,1,1,0
21774,GM0575,2017JJ00,383,325,50,6,2,0,0
21787,GM0575,2018JJ00,446,393,43,6,0,4,0
21800,GM0575,2019JJ00,656,560,79,13,3,1,0
21813,GM0575,2020JJ00,635,524,88,18,2,3,0
21836,GM0576,2015JJ00,163,137,18,5,1,2,0
21849,GM0576,2016JJ00,180,154,25,0,1,0,0
21862,GM0576,2017JJ00,191,158,25,4,2,2,0
21875,GM0576,2018JJ00,221,176,38,5,2,0,0
21888,GM0576,2019JJ00,1,0,1,0,0,0,0
21901,GM0576,2020JJ00,0,0,0,0,0,0,0
21924,GM0820,2015JJ00,317,257,44,8,7,1,0
21937,GM0820,2016JJ00,291,245,37,8,1,0,0
21950,GM0820,2017JJ00,311,242,52,12,4,1,0
21963,GM0820,2018JJ00,297,226,54,8,5,4,0
21976,GM0820,2019JJ00,288,231,51,4,1,1,0
21989,GM0820,2020JJ00,298,237,46,7,5,2,1
22012,GM0302,2015JJ00,224,180,36,4,3,0,1
22025,GM0302,2016JJ00,299,247,42,5,3,1,1
22038,GM0302,2017JJ00,322,278,39,4,1,0,0
22051,GM0302,2018JJ00,304,248,45,8,0,2,1
22064,GM0302,2019JJ00,317,262,43,7,5,0,0
22077,GM0302,2020JJ00,278,223,43,6,4,2,0
22100,GM0951,2015JJ00,127,89,30,5,2,1,0
22113,GM0951,2016JJ00,156,117,35,2,1,1,0
22126,GM0951,2017JJ00,146,107,29,6,4,0,0
22139,GM0951,2018JJ00,189,153,31,4,1,0,0
22152,GM0951,2019JJ00,2,2,0,0,0,0,0
22165,GM0951,2020JJ00,0,0,0,0,0,0,0
22188,GM0579,2015JJ00,209,181,21,2,3,1,1
22201,GM0579,2016JJ00,246,208,31,4,1,2,0
22214,GM0579,2017JJ00,224,209,14,0,0,1,0
22227,GM0579,2018JJ00,294,266,21,6,1,0,0
22240,GM0579,2019JJ00,284,260,21,2,0,0,1
22253,GM0579,2020JJ00,240,207,27,3,1,1,1
22276,GM0823,2015JJ00,339,233,81,16,1,6,2
22289,GM0823,2016JJ00,357,227,106,7,8,8,1
22302,GM0823,2017JJ00,368,250,106,8,2,1,1
22315,GM0823,2018JJ00,361,244,99,12,3,3,0
22328,GM0823,2019JJ00,365,242,108,11,0,3,1
22341,GM0823,2020JJ00,320,213,87,12,2,4,2
22364,GM0824,2015JJ00,345,293,48,3,1,0,0
22377,GM0824,2016JJ00,371,300,61,6,4,0,0
22390,GM0824,2017JJ00,436,371,55,7,1,2,0
22403,GM0824,2018JJ00,497,407,74,10,2,3,1
22416,GM0824,2019JJ00,535,440,73,14,4,4,0
22429,GM0824,2020JJ00,469,376,78,9,1,4,1
22452,GM1895,2015JJ00,671,504,125,19,12,8,3
22465,GM1895,2016JJ00,712,543,129,24,7,8,1
22478,GM1895,2017JJ00,628,491,102,15,11,7,2
22491,GM1895,2018JJ00,587,452,108,15,8,3,1
22504,GM1895,2019JJ00,653,521,109,13,5,5,0
22517,GM1895,2020JJ00,618,479,107,16,7,8,1
22540,GM0269,2015JJ00,197,152,40,4,0,1,0
22553,GM0269,2016JJ00,207,158,41,6,0,2,0
22566,GM0269,2017JJ00,195,136,47,6,3,2,1
22579,GM0269,2018JJ00,217,161,49,5,1,1,0
22592,GM0269,2019JJ00,195,138,48,5,3,1,0
22605,GM0269,2020JJ00,204,147,45,8,1,2,1
22628,GM0173,2015JJ00,235,215,14,1,1,0,4
22641,GM0173,2016JJ00,281,263,16,0,1,1,0
22654,GM0173,2017JJ00,314,277,26,7,1,2,1
22667,GM0173,2018JJ00,314,290,20,2,0,2,0
22680,GM0173,2019JJ00,248,229,16,0,1,2,0
22693,GM0173,2020JJ00,231,210,18,0,2,1,0
22716,GM1773,2015JJ00,132,107,24,1,0,0,0
22729,GM1773,2016JJ00,152,117,31,3,1,0,0
22742,GM1773,2017JJ00,97,69,27,0,1,0,0
22755,GM1773,2018JJ00,121,85,32,3,0,1,0
22768,GM1773,2019JJ00,119,72,43,2,2,0,0
22781,GM1773,2020JJ00,119,80,31,1,5,2,0
22804,GM0175,2015JJ00,152,124,26,1,0,1,0
22817,GM0175,2016JJ00,178,148,21,7,1,1,0
22830,GM0175,2017JJ00,187,160,23,3,0,1,0
22843,GM0175,2018JJ00,160,131,25,1,0,3,0
22856,GM0175,2019JJ00,159,129,28,1,0,1,0
22869,GM0175,2020JJ00,143,113,27,2,0,1,0
22892,GM0881,2015JJ00,78,56,16,3,1,1,1
22905,GM0881,2016JJ00,65,55,7,2,0,0,1
22918,GM0881,2017JJ00,77,56,13,4,2,1,1
22931,GM0881,2018JJ00,65,48,13,1,1,1,1
22944,GM0881,2019JJ00,0,0,0,0,0,0,0
22957,GM0881,2020JJ00,0,0,0,0,0,0,0
22980,GM1586,2015JJ00,199,166,29,2,1,1,0
22993,GM1586,2016JJ00,214,170,36,7,0,1,0
23006,GM1586,2017JJ00,234,193,38,1,1,1,0
23019,GM1586,2018JJ00,213,183,24,4,1,1,0
23032,GM1586,2019JJ00,184,152,30,1,0,1,0
23045,GM1586,2020JJ00,158,135,21,1,0,1,0
23068,GM0826,2015JJ00,607,546,50,5,0,5,1
23081,GM0826,2016JJ00,626,547,61,12,3,3,0
23094,GM0826,2017JJ00,742,645,72,10,6,7,2
23107,GM0826,2018JJ00,851,750,79,15,4,2,1
23120,GM0826,2019JJ00,1031,921,82,17,6,4,1
23133,GM0826,2020JJ00,1022,897,88,18,9,10,0
23156,GM0085,2015JJ00,275,190,68,6,7,2,2
23169,GM0085,2016JJ00,327,239,68,8,7,5,0
23182,GM0085,2017JJ00,299,244,40,11,1,3,0
23195,GM0085,2018JJ00,249,192,46,8,3,0,0
23208,GM0085,2019JJ00,246,171,55,8,4,7,1
23221,GM0085,2020JJ00,255,185,53,9,4,3,1
23244,GM0431,2015JJ00,151,130,17,2,2,0,0
23257,GM0431,2016JJ00,251,208,26,10,3,3,1
23270,GM0431,2017JJ00,273,236,29,6,2,0,0
23283,GM0431,2018JJ00,222,180,33,6,3,0,0
23296,GM0431,2019JJ00,202,173,21,2,4,2,0
23309,GM0431,2020JJ00,199,164,28,3,0,1,3
23332,GM0432,2015JJ00,79,55,23,1,0,0,0
23345,GM0432,2016JJ00,110,88,19,1,1,1,0
23358,GM0432,2017JJ00,94,68,23,2,0,1,0
23371,GM0432,2018JJ00,86,66,19,1,0,0,0
23384,GM0432,2019JJ00,86,61,19,6,0,0,0
23397,GM0432,2020JJ00,71,54,14,2,1,0,0
23420,GM0086,2015JJ00,355,233,101,13,5,3,0
23433,GM0086,2016JJ00,431,299,100,23,2,7,0
23446,GM0086,2017JJ00,413,323,74,7,3,4,2
23459,GM0086,2018JJ00,423,316,91,6,3,5,2
23472,GM0086,2019JJ00,413,296,96,12,4,5,0
23485,GM0086,2020JJ00,433,327,92,9,3,2,0
23508,GM0828,2015JJ00,1300,1116,140,22,11,11,0
23521,GM0828,2016JJ00,1593,1391,145,29,8,14,5
23534,GM0828,2017JJ00,1577,1308,199,37,12,12,9
23547,GM0828,2018JJ00,1579,1280,244,29,14,9,3
23560,GM0828,2019JJ00,1761,1456,241,43,8,7,6
23573,GM0828,2020JJ00,1628,1346,233,25,13,9,2
23596,GM0584,2015JJ00,256,238,13,1,2,1,1
23609,GM0584,2016JJ00,269,256,11,1,1,0,0
23622,GM0584,2017JJ00,254,230,15,6,1,1,1
23635,GM0584,2018JJ00,258,226,26,2,2,2,0
23648,GM0584,2019JJ00,3,2,0,0,1,0,0
23661,GM0584,2020JJ00,0,0,0,0,0,0,0
23684,GM1509,2015JJ00,283,237,33,5,4,4,0
23697,GM1509,2016JJ00,317,271,34,5,2,5,0
23710,GM1509,2017JJ00,337,265,59,9,3,1,0
23723,GM1509,2018JJ00,307,238,53,11,3,2,0
23736,GM1509,2019JJ00,281,235,38,7,0,1,0
23749,GM1509,2020JJ00,249,203,37,6,2,0,1
23772,GM0437,2015JJ00,605,519,64,13,6,3,0
23785,GM0437,2016JJ00,540,442,81,7,7,2,1
23798,GM0437,2017JJ00,565,451,90,14,6,2,2
23811,GM0437,2018JJ00,555,466,65,15,4,3,2
23824,GM0437,2019JJ00,509,430,68,4,3,4,0
23837,GM0437,2020JJ00,439,356,65,11,3,1,3
23860,GM0589,2015JJ00,71,55,15,1,0,0,0
23873,GM0589,2016JJ00,84,69,13,2,0,0,0
23886,GM0589,2017JJ00,114,96,18,0,0,0,0
23899,GM0589,2018JJ00,86,70,15,1,0,0,0
23912,GM0589,2019JJ00,107,80,25,2,0,0,0
23925,GM0589,2020JJ00,132,99,31,2,0,0,0
23948,GM1734,2015JJ00,590,475,94,16,3,0,2
23961,GM1734,2016JJ00,666,574,71,10,6,4,1
23974,GM1734,2017JJ00,719,604,95,12,1,6,1
23987,GM1734,2018JJ00,765,633,101,16,6,6,2
24000,GM1734,2019JJ00,593,505,70,7,2,9,0
24013,GM1734,2020JJ00,648,551,78,14,1,3,1
24036,GM0590,2015JJ00,422,393,18,6,2,3,0
24049,GM0590,2016JJ00,466,438,20,3,3,0,1
24062,GM0590,2017JJ00,448,410,21,10,3,3,1
24075,GM0590,2018JJ00,442,396,33,6,4,1,2
24088,GM0590,2019JJ00,429,377,42,3,4,3,0
24101,GM0590,2020JJ00,434,378,36,11,4,1,4
24124,GM1894,2015JJ00,317,271,37,6,2,0,1
24137,GM1894,2016JJ00,327,282,35,8,2,0,0
24150,GM1894,2017JJ00,397,316,61,11,4,3,2
24163,GM1894,2018JJ00,444,359,69,12,4,0,0
24176,GM1894,2019JJ00,510,413,81,12,1,1,2
24189,GM1894,2020JJ00,492,421,60,8,1,1,1
24212,GM0765,2015JJ00,177,125,41,5,4,2,0
24225,GM0765,2016JJ00,191,145,38,5,2,1,0
24238,GM0765,2017JJ00,143,106,28,9,0,0,0
24251,GM0765,2018JJ00,159,113,40,5,0,1,0
24264,GM0765,2019JJ00,149,112,29,6,2,0,0
24277,GM0765,2020JJ00,154,128,16,4,3,3,0
24300,GM1926,2015JJ00,468,424,30,4,4,5,1
24313,GM1926,2016JJ00,393,356,31,3,0,2,1
24326,GM1926,2017JJ00,425,373,37,9,2,3,1
24339,GM1926,2018JJ00,495,433,52,7,1,2,0
24352,GM1926,2019JJ00,491,445,34,9,1,1,1
24365,GM1926,2020JJ00,467,376,70,15,2,3,1
24388,GM0439,2015JJ00,880,810,45,16,4,3,2
24401,GM0439,2016JJ00,1299,1143,97,35,11,11,2
24414,GM0439,2017JJ00,1425,1289,91,22,12,8,3
24427,GM0439,2018JJ00,1339,1197,102,23,9,6,2
24440,GM0439,2019JJ00,1218,1086,84,26,9,11,2
24453,GM0439,2020JJ00,1026,888,90,21,11,9,7
24476,GM0273,2015JJ00,222,174,39,2,1,5,1
24489,GM0273,2016JJ00,260,188,49,16,3,4,0
24502,GM0273,2017JJ00,273,223,35,13,1,1,0
24515,GM0273,2018JJ00,270,197,67,4,2,0,0
24528,GM0273,2019JJ00,284,215,64,3,2,0,0
24541,GM0273,2020JJ00,223,179,32,4,2,4,2
24564,GM0177,2015JJ00,238,207,29,1,1,0,0
24577,GM0177,2016JJ00,293,260,26,5,1,1,0
24590,GM0177,2017JJ00,311,274,32,3,1,1,0
24603,GM0177,2018JJ00,300,253,39,5,0,3,0
24616,GM0177,2019JJ00,226,179,37,5,2,3,0
24629,GM0177,2020JJ00,200,166,24,4,2,4,0
24652,GM0703,2015JJ00,346,235,92,13,1,4,1
24665,GM0703,2016JJ00,346,225,107,10,3,1,0
24678,GM0703,2017JJ00,312,195,103,7,4,3,0
24691,GM0703,2018JJ00,306,193,87,14,7,5,0
24704,GM0703,2019JJ00,382,251,101,19,5,6,0
24717,GM0703,2020JJ00,356,237,98,10,5,5,1
24740,GM0274,2015JJ00,447,383,57,2,2,2,0
24753,GM0274,2016JJ00,499,413,59,14,6,7,0
24766,GM0274,2017JJ00,528,447,60,7,3,7,4
24779,GM0274,2018JJ00,556,480,62,9,1,3,1
24792,GM0274,2019JJ00,464,399,57,5,2,1,0
24805,GM0274,2020JJ00,427,363,48,13,2,1,0
24828,GM0339,2015JJ00,66,59,6,1,0,0,0
24841,GM0339,2016JJ00,45,35,10,0,0,0,0
24854,GM0339,2017JJ00,73,66,6,1,0,0,0
24867,GM0339,2018JJ00,62,51,11,0,0,0,0
24880,GM0339,2019JJ00,71,57,12,2,0,0,0
24893,GM0339,2020JJ00,74,64,8,1,1,0,0
24916,GM1667,2015JJ00,128,70,51,5,1,1,0
24929,GM1667,2016JJ00,122,70,43,6,2,1,0
24942,GM1667,2017JJ00,154,85,57,5,4,3,0
24955,GM1667,2018JJ00,153,87,57,3,4,2,0
24968,GM1667,2019JJ00,126,70,47,6,0,2,1
24981,GM1667,2020JJ00,127,53,63,7,1,3,0
25004,GM0275,2015JJ00,669,573,73,11,5,5,2
25017,GM0275,2016JJ00,780,635,99,28,6,7,5
25030,GM0275,2017JJ00,733,628,72,24,6,3,0
25043,GM0275,2018JJ00,859,755,82,17,0,5,0
25056,GM0275,2019JJ00,663,577,65,14,3,1,3
25069,GM0275,2020JJ00,756,654,71,20,8,1,2
25092,GM0340,2015JJ00,207,182,18,5,0,2,0
25105,GM0340,2016JJ00,244,222,12,5,2,3,0
25118,GM0340,2017JJ00,314,287,16,7,1,1,2
25131,GM0340,2018JJ00,336,294,31,10,1,0,0
25144,GM0340,2019JJ00,256,234,18,2,0,2,0
25157,GM0340,2020JJ00,256,235,20,1,0,0,0
25180,GM0597,2015JJ00,1352,1056,228,30,17,15,6
25193,GM0597,2016JJ00,1261,969,205,43,16,20,8
25206,GM0597,2017JJ00,790,619,114,35,8,10,4
25219,GM0597,2018JJ00,707,556,99,31,7,8,6
25232,GM0597,2019JJ00,717,590,91,18,6,9,3
25245,GM0597,2020JJ00,812,686,87,16,5,11,7
25268,GM0196,2015JJ00,113,65,40,2,4,1,1
25281,GM0196,2016JJ00,80,47,26,5,1,0,1
25294,GM0196,2017JJ00,126,93,29,3,0,1,0
25307,GM0196,2018JJ00,0,0,0,0,0,0,0
25320,GM0196,2019JJ00,0,0,0,0,0,0,0
25333,GM0196,2020JJ00,0,0,0,0,0,0,0
25356,GM1742,2015JJ00,287,208,73,5,0,1,0
25369,GM1742,2016JJ00,327,251,69,2,2,1,2
25382,GM1742,2017JJ00,376,291,74,7,0,4,0
25395,GM1742,2018JJ00,367,287,67,7,4,1,1
25408,GM1742,2019JJ00,306,238,58,7,1,2,0
25421,GM1742,2020JJ00,302,240,57,2,1,2,0
25444,GM0603,2015JJ00,887,815,55,11,0,2,4
25457,GM0603,2016JJ00,831,754,63,7,2,5,0
25470,GM0603,2017JJ00,869,788,58,11,7,2,3
25483,GM0603,2018JJ00,952,835,99,9,5,3,1
25496,GM0603,2019JJ00,998,875,94,16,5,5,3
25509,GM0603,2020JJ00,1082,954,90,22,5,9,2
25532,GM1669,2015JJ00,156,120,33,0,1,2,0
25545,GM1669,2016JJ00,180,120,45,9,3,2,1
25558,GM1669,2017JJ00,219,140,64,10,2,1,2
25571,GM1669,2018JJ00,185,132,47,2,3,1,0
25584,GM1669,2019JJ00,234,171,57,6,0,0,0
25597,GM1669,2020JJ00,219,168,47,3,1,0,0
25620,GM0957,2015JJ00,766,669,65,12,7,11,2
25633,GM0957,2016JJ00,798,685,82,12,8,9,2
25646,GM0957,2017JJ00,1016,872,89,23,9,18,5
25659,GM0957,2018JJ00,1188,1065,95,16,3,7,2
25672,GM0957,2019JJ00,1242,1086,121,14,12,7,2
25685,GM0957,2020JJ00,1183,1075,85,18,1,3,1
25708,GM0736,2015JJ00,486,432,46,3,2,2,1
25721,GM0736,2016JJ00,599,531,50,10,4,3,1
25734,GM0736,2017JJ00,707,611,79,9,5,2,1
25747,GM0736,2018JJ00,651,579,59,9,3,1,0
25760,GM0736,2019JJ00,626,553,58,11,3,1,0
25773,GM0736,2020JJ00,626,540,75,7,3,1,0
25796,GM1674,2015JJ00,890,821,51,10,1,5,2
25809,GM1674,2016JJ00,999,892,71,13,9,8,6
25822,GM1674,2017JJ00,1057,954,79,16,5,1,2
25835,GM1674,2018JJ00,1313,1166,102,20,12,10,3
25848,GM1674,2019JJ00,2278,2039,181,36,7,12,2
25861,GM1674,2020JJ00,1645,1448,137,30,14,13,3
25884,GM0599,2015JJ00,39427,32356,5185,895,330,424,231
25897,GM0599,2016JJ00,31715,25668,4245,846,329,391,235
25910,GM0599,2017JJ00,19086,15624,2355,497,222,248,140
25923,GM0599,2018JJ00,17778,14814,1952,443,174,260,135
25936,GM0599,2019JJ00,17565,14672,1895,455,183,247,113
25949,GM0599,2020JJ00,17390,14716,1779,389,165,241,100
25972,GM0277,2015JJ00,22,13,7,1,0,0,1
25985,GM0277,2016JJ00,26,17,5,4,0,0,0
25998,GM0277,2017JJ00,40,31,6,2,0,1,0
26011,GM0277,2018JJ00,33,30,2,1,0,0,0
26024,GM0277,2019JJ00,32,24,6,1,1,0,0
26037,GM0277,2020JJ00,26,20,4,1,0,1,0
26060,GM0840,2015JJ00,184,158,17,4,2,1,1
26073,GM0840,2016JJ00,237,188,40,4,4,1,0
26086,GM0840,2017JJ00,246,202,32,10,0,2,0
26099,GM0840,2018JJ00,298,241,50,6,1,0,0
26112,GM0840,2019JJ00,487,389,80,12,2,2,2
26125,GM0840,2020JJ00,366,289,66,3,5,3,0
26148,GM0441,2015JJ00,472,396,58,7,6,4,1
26161,GM0441,2016JJ00,706,586,101,11,2,5,1
26174,GM0441,2017JJ00,701,578,104,11,5,3,0
26187,GM0441,2018JJ00,646,522,105,13,3,1,2
26200,GM0441,2019JJ00,559,458,83,10,6,1,1
26213,GM0441,2020JJ00,483,389,70,14,5,3,1
26236,GM0279,2015JJ00,72,52,18,1,0,1,0
26249,GM0279,2016JJ00,85,55,25,3,1,1,0
26262,GM0279,2017JJ00,110,76,31,1,1,1,0
26275,GM0279,2018JJ00,102,79,14,3,3,2,1
26288,GM0279,2019JJ00,88,63,20,3,1,1,0
26301,GM0279,2020JJ00,91,68,18,4,0,1,0
26324,GM0606,2015JJ00,3679,3031,509,64,35,28,11
26337,GM0606,2016JJ00,2927,2451,351,67,19,28,11
26350,GM0606,2017JJ00,1828,1565,185,34,14,21,9
26363,GM0606,2018JJ00,1715,1432,182,41,23,25,12
26376,GM0606,2019JJ00,1691,1449,143,37,24,29,9
26389,GM0606,2020JJ00,1650,1423,142,40,12,23,10
26412,GM0088,2015JJ00,15,5,5,3,0,0,2
26425,GM0088,2016JJ00,23,12,8,0,0,2,1
26438,GM0088,2017JJ00,11,6,2,2,1,0,0
26451,GM0088,2018JJ00,9,3,3,2,1,0,0
26464,GM0088,2019JJ00,14,6,1,3,0,4,0
26477,GM0088,2020JJ00,8,6,0,2,0,0,0
26500,GM0844,2015JJ00,219,191,17,6,1,3,1
26513,GM0844,2016JJ00,290,257,24,1,4,3,1
26526,GM0844,2017JJ00,4,4,0,0,0,0,0
26539,GM0844,2018JJ00,0,0,0,0,0,0,0
26552,GM0844,2019JJ00,0,0,0,0,0,0,0
26565,GM0844,2020JJ00,0,0,0,0,0,0,0
26588,GM0962,2015JJ00,88,65,20,3,0,0,0
26601,GM0962,2016JJ00,111,78,32,1,0,0,0
26614,GM0962,2017JJ00,121,86,26,6,2,0,1
26627,GM0962,2018JJ00,131,102,25,3,0,1,0
26640,GM0962,2019JJ00,0,0,0,0,0,0,0
26653,GM0962,2020JJ00,0,0,0,0,0,0,0
26676,GM1676,2015JJ00,557,358,170,13,7,8,1
26689,GM1676,2016JJ00,481,305,135,21,14,5,1
26702,GM1676,2017JJ00,475,295,140,27,4,8,1
26715,GM1676,2018JJ00,477,294,144,27,3,9,0
26728,GM1676,2019JJ00,512,314,151,33,4,10,0
26741,GM1676,2020JJ00,515,309,158,29,9,8,2
26764,GM0965,2015JJ00,64,44,16,2,0,2,0
26777,GM0965,2016JJ00,70,42,20,5,1,1,1
26790,GM0965,2017JJ00,76,52,17,4,0,2,1
26803,GM0965,2018JJ00,56,36,15,4,1,0,0
26816,GM0965,2019JJ00,74,66,6,1,0,0,1
26829,GM0965,2020JJ00,67,58,9,0,0,0,0
26852,GM1702,2015JJ00,74,66,8,0,0,0,0
26865,GM1702,2016JJ00,112,89,21,0,0,2,0
26878,GM1702,2017JJ00,90,55,30,2,2,1,0
26891,GM1702,2018JJ00,92,53,32,4,2,1,0
26904,GM1702,2019JJ00,127,64,46,9,5,3,0
26917,GM1702,2020JJ00,97,57,35,2,2,0,1
26940,GM0845,2015JJ00,262,202,47,9,2,2,0
26953,GM0845,2016JJ00,303,254,37,6,2,2,2
26966,GM0845,2017JJ00,270,213,47,3,0,7,0
26979,GM0845,2018JJ00,288,216,59,7,2,2,2
26992,GM0845,2019JJ00,284,239,34,8,1,2,0
27005,GM0845,2020JJ00,255,204,45,3,2,1,0
27028,GM0846,2015JJ00,205,159,36,7,2,1,0
27041,GM0846,2016JJ00,292,228,47,12,1,3,1
27054,GM0846,2017JJ00,2,2,0,0,0,0,0
27067,GM0846,2018JJ00,0,0,0,0,0,0,0
27080,GM0846,2019JJ00,0,0,0,0,0,0,0
27093,GM0846,2020JJ00,0,0,0,0,0,0,0
27116,GM1883,2015JJ00,1310,1036,206,41,8,11,8
27129,GM1883,2016JJ00,1408,1085,256,31,11,14,11
27142,GM1883,2017JJ00,1506,1198,230,34,18,17,9
27155,GM1883,2018JJ00,1685,1426,210,17,15,11,6
27168,GM1883,2019JJ00,1921,1759,130,15,11,4,2
27181,GM1883,2020JJ00,1690,1546,118,17,3,3,3
27204,GM0610,2015JJ00,348,313,30,2,3,0,0
27217,GM0610,2016JJ00,371,330,31,5,2,2,1
27230,GM0610,2017JJ00,381,341,34,4,1,1,0
27243,GM0610,2018JJ00,384,314,53,13,1,1,2
27256,GM0610,2019JJ00,379,289,71,10,6,1,2
27269,GM0610,2020JJ00,298,239,45,7,4,3,0
27292,GM0040,2015JJ00,258,183,66,7,1,1,0
27305,GM0040,2016JJ00,302,233,53,6,6,4,0
27318,GM0040,2017JJ00,245,183,51,6,5,0,0
27331,GM0040,2018JJ00,2,0,2,0,0,0,0
27344,GM0040,2019JJ00,0,0,0,0,0,0,0
27357,GM0040,2020JJ00,0,0,0,0,0,0,0
27380,GM1714,2015JJ00,343,224,101,13,3,2,0
27393,GM1714,2016JJ00,298,201,71,11,6,8,1
27406,GM1714,2017JJ00,346,210,108,11,7,9,1
27419,GM1714,2018JJ00,318,202,91,18,3,3,1
27432,GM1714,2019JJ00,337,217,90,11,12,6,1
27445,GM1714,2020JJ00,317,176,103,19,7,8,4
27468,GM0090,2015JJ00,838,651,136,27,14,9,1
27481,GM0090,2016JJ00,1060,911,99,27,18,5,0
27494,GM0090,2017JJ00,923,783,102,11,12,13,2
27507,GM0090,2018JJ00,954,808,107,23,10,3,3
27520,GM0090,2019JJ00,971,810,116,25,13,5,2
27533,GM0090,2020JJ00,927,800,95,17,5,8,2
27556,GM0342,2015JJ00,635,601,28,1,1,3,1
27569,GM0342,2016JJ00,617,571,37,6,1,1,1
27582,GM0342,2017JJ00,834,771,48,9,3,3,0
27595,GM0342,2018JJ00,739,680,45,13,1,0,0
27608,GM0342,2019JJ00,668,614,42,8,3,1,0
27621,GM0342,2020JJ00,698,647,36,6,5,2,2
27644,GM0847,2015JJ00,208,161,43,4,0,0,0
27657,GM0847,2016JJ00,242,175,57,8,1,1,0
27670,GM0847,2017JJ00,265,210,50,5,0,0,0
27683,GM0847,2018JJ00,274,201,60,9,0,4,0
